DATE,CSUSHPISA,Year,Month,Per_Capita_GDP,Working_Population,Interest_Rate,Construction Price,New_House_Supply,CPI,Urban,Subsidies,median_income,Total_Households
2019-12-01,213.938,2019.0,12.0,62641.0,206268500.0,1.55,232.2,5.5,258.63,82.459,40.185,78250.0,128579.0
2020-01-01,215.031,2020.0,1.0,62333.0,205747900.0,1.55,233.4,5.7,258.906,82.664,44.147,76660.0,128451.0
2020-02-01,215.897,2020.0,2.0,60683.0,205649800.0,1.58,234.6,5.6,259.246,82.664,44.147,76660.0,128451.0
2020-03-01,216.457,2020.0,3.0,59033.0,205302700.0,0.65,236.3,6.4,258.15,82.664,44.147,76660.0,128451.0
2020-04-01,216.858,2020.0,4.0,57383.0,206899600.0,0.05,234.3,6.7,256.126,82.664,44.147,76660.0,128451.0
2020-05-01,216.999,2020.0,5.0,58856.333333333336,206848900.0,0.05,233.3,5.3,255.848,82.664,44.147,76660.0,128451.0
2020-06-01,217.577,2020.0,6.0,60329.666666666664,205536000.0,0.08,234.8,4.0,257.004,82.664,44.147,76660.0,128451.0
2020-07-01,219.287,2020.0,7.0,61803.0,205353400.0,0.09,237.0,3.5,258.408,82.664,44.147,76660.0,128451.0
2020-08-01,222.26,2020.0,8.0,62005.666666666664,205688400.0,0.1,240.9,3.3,259.366,82.664,44.147,76660.0,128451.0
2020-09-01,225.723,2020.0,9.0,62208.333333333336,206084100.0,0.09,246.9,3.5,259.951,82.664,44.147,76660.0,128451.0
2020-10-01,229.649,2020.0,10.0,62411.0,205972600.0,0.09,246.4,3.3,260.249,82.664,44.147,76660.0,128451.0
2020-11-01,233.218,2020.0,11.0,62682.0,206186900.0,0.09,244.3,3.9,260.895,82.664,44.147,76660.0,128451.0
2020-12-01,236.542,2020.0,12.0,62953.0,206156100.0,0.09,248.0,4.1,262.005,82.664,44.147,76660.0,128451.0
2021-01-01,239.68,2021.0,1.0,63224.0,205153400.0,0.09,256.4,4.1,262.518,82.873,45.299,76330.0,129224.0
2021-02-01,242.428,2021.0,2.0,63533.666666666664,205157000.0,0.08,264.6,4.8,263.583,82.873,45.299,76330.0,129224.0
2021-03-01,245.541,2021.0,3.0,63843.333333333336,205127400.0,0.07,276.7,4.3,264.91,82.873,45.299,76330.0,129224.0
2021-04-01,249.125,2021.0,4.0,64153.0,205502000.0,0.07,291.8,4.6,266.752,82.873,45.299,76330.0,129224.0
2021-05-01,253.419,2021.0,5.0,64305.666666666664,205648300.0,0.06,305.9,5.5,268.452,82.873,45.299,76330.0,129224.0
2021-06-01,258.246,2021.0,6.0,64458.333333333336,205397300.0,0.08,315.7,6.0,270.664,82.873,45.299,76330.0,129224.0
2021-07-01,262.616,2021.0,7.0,64611.0,205301200.0,0.1,313.542,6.0,271.994,82.873,45.299,76330.0,129224.0
2021-08-01,266.582,2021.0,8.0,64956.666666666664,205297700.0,0.09,313.083,6.5,272.789,82.873,45.299,76330.0,129224.0
2021-09-01,270.166,2021.0,9.0,65302.333333333336,205467700.0,0.08,317.136,6.2,273.887,82.873,45.299,76330.0,129224.0
2021-10-01,273.546,2021.0,10.0,65648.0,205331300.0,0.08,322.12,6.7,276.434,82.873,45.299,76330.0,129224.0
2021-11-01,277.262,2021.0,11.0,65526.666666666664,205362500.0,0.08,328.94,5.9,278.799,82.873,45.299,76330.0,129224.0
2021-12-01,281.486,2021.0,12.0,65405.333333333336,205328300.0,0.08,335.032,5.6,280.808,82.873,45.299,76330.0,129224.0
2022-01-01,286.172,2022.0,1.0,65284.0,207070000.0,0.08,345.742,5.9,282.39,83.084,48.021,74580.0,131202.0
2022-02-01,291.242,2022.0,2.0,65231.666666666664,207000000.0,0.08,343.583,6.1,284.535,83.084,48.021,74580.0,131202.0
2022-03-01,296.512,2022.0,3.0,65179.333333333336,206832800.0,0.2,345.852,6.9,287.553,83.084,48.021,74580.0,131202.0
2022-04-01,300.584,2022.0,4.0,65127.0,206943900.0,0.33,343.786,8.2,288.764,83.084,48.021,74580.0,131202.0
2022-05-01,303.704,2022.0,5.0,65241.0,207138800.0,0.77,353.015,8.1,291.359,83.084,48.021,74580.0,131202.0
2022-06-01,304.468,2022.0,6.0,65355.0,207380600.0,1.21,349.8,9.9,294.996,83.084,48.021,74580.0,131202.0
2022-07-01,303.505,2022.0,7.0,65469.0,207450900.0,1.68,346.79,10.6,294.977,83.084,48.021,74580.0,131202.0
2022-08-01,301.029,2022.0,8.0,65579.0,207438500.0,2.33,342.753,8.6,295.209,83.084,48.021,74580.0,131202.0
2022-09-01,299.006,2022.0,9.0,65689.0,207503400.0,2.56,336.464,9.9,296.341,83.084,48.021,74580.0,131202.0
2022-10-01,298.612,2022.0,10.0,65799.0,207522800.0,3.08,333.796,9.7,297.863,83.084,48.021,74580.0,131202.0
2022-11-01,298.332,2022.0,11.0,65898.0,207587800.0,3.78,330.369,9.2,298.648,83.084,48.021,74580.0,131202.0
2022-12-01,297.628,2022.0,12.0,65997.0,207569600.0,4.1,326.449,8.6,298.812,83.084,48.021,74580.0,131202.0
